HtmlElement,GitHubProject,NuGetPreview,Stars
br,"[d2phap/ImageGlass](https://www.github.com/d2phap/ImageGlass#readme)","[Preview](https://dev.nugettest.org/packages/loic.d2phap.ImageGlass?preview=1#show-readme-container)",2916
br,"[btcpayserver/btcpayserver](https://www.github.com/btcpayserver/btcpayserver#readme)","[Preview](https://dev.nugettest.org/packages/loic.btcpayserver.btcpayserver?preview=1#show-readme-container)",2813
br,"[siteserver/cms](https://www.github.com/siteserver/cms#readme)","[Preview](https://dev.nugettest.org/packages/loic.siteserver.cms?preview=1#show-readme-container)",2795
br,"[pardeike/Harmony](https://www.github.com/pardeike/Harmony#readme)","[Preview](https://dev.nugettest.org/packages/loic.pardeike.Harmony?preview=1#show-readme-container)",2660
br,"[JimBobSquarePants/ImageProcessor](https://www.github.com/JimBobSquarePants/ImageProcessor#readme)","[Preview](https://dev.nugettest.org/packages/loic.JimBobSquarePants.ImageProcessor?preview=1#show-readme-container)",2431
br,"[t1m0thyj/WinDynamicDesktop](https://www.github.com/t1m0thyj/WinDynamicDesktop#readme)","[Preview](https://dev.nugettest.org/packages/loic.t1m0thyj.WinDynamicDesktop?preview=1#show-readme-container)",2408
br,"[OneGet/oneget](https://www.github.com/OneGet/oneget#readme)","[Preview](https://dev.nugettest.org/packages/loic.OneGet.oneget?preview=1#show-readme-container)",2287
br,"[QianMo/Unity-Design-Pattern](https://www.github.com/QianMo/Unity-Design-Pattern#readme)","[Preview](https://dev.nugettest.org/packages/loic.QianMo.Unity-Design-Pattern?preview=1#show-readme-container)",2281
br,"[smartstore/SmartStoreNET](https://www.github.com/smartstore/SmartStoreNET#readme)","[Preview](https://dev.nugettest.org/packages/loic.smartstore.SmartStoreNET?preview=1#show-readme-container)",2260
br,"[chkr1011/MQTTnet](https://www.github.com/chkr1011/MQTTnet#readme)","[Preview](https://dev.nugettest.org/packages/loic.chkr1011.MQTTnet?preview=1#show-readme-container)",2229
br,"[peachpiecompiler/peachpie](https://www.github.com/peachpiecompiler/peachpie#readme)","[Preview](https://dev.nugettest.org/packages/loic.peachpiecompiler.peachpie?preview=1#show-readme-container)",1863
br,"[wolfgarbe/SymSpell](https://www.github.com/wolfgarbe/SymSpell#readme)","[Preview](https://dev.nugettest.org/packages/loic.wolfgarbe.SymSpell?preview=1#show-readme-container)",1822
br,"[vietnam-devs/coolstore-microservices](https://www.github.com/vietnam-devs/coolstore-microservices#readme)","[Preview](https://dev.nugettest.org/packages/loic.vietnam-devs.coolstore-microservices?preview=1#show-readme-container)",1808
br,"[hanmin0822/MisakaTranslator](https://www.github.com/hanmin0822/MisakaTranslator#readme)","[Preview](https://dev.nugettest.org/packages/loic.hanmin0822.MisakaTranslator?preview=1#show-readme-container)",1793
br,"[Jessecar96/SteamDesktopAuthenticator](https://www.github.com/Jessecar96/SteamDesktopAuthenticator#readme)","[Preview](https://dev.nugettest.org/packages/loic.Jessecar96.SteamDesktopAuthenticator?preview=1#show-readme-container)",1687
br,"[Seneral/Node_Editor_Framework](https://www.github.com/Seneral/Node_Editor_Framework#readme)","[Preview](https://dev.nugettest.org/packages/loic.Seneral.Node_Editor_Framework?preview=1#show-readme-container)",1687
br,"[blazorhero/CleanArchitecture](https://www.github.com/blazorhero/CleanArchitecture#readme)","[Preview](https://dev.nugettest.org/packages/loic.blazorhero.CleanArchitecture?preview=1#show-readme-container)",1679
br,"[builtbybel/privatezilla](https://www.github.com/builtbybel/privatezilla#readme)","[Preview](https://dev.nugettest.org/packages/loic.builtbybel.privatezilla?preview=1#show-readme-container)",1656
br,"[Pryaxis/TShock](https://www.github.com/Pryaxis/TShock#readme)","[Preview](https://dev.nugettest.org/packages/loic.Pryaxis.TShock?preview=1#show-readme-container)",1628
br,"[antonpup/Aurora](https://www.github.com/antonpup/Aurora#readme)","[Preview](https://dev.nugettest.org/packages/loic.antonpup.Aurora?preview=1#show-readme-container)",1598
br,"[UnigramDev/Unigram](https://www.github.com/UnigramDev/Unigram#readme)","[Preview](https://dev.nugettest.org/packages/loic.UnigramDev.Unigram?preview=1#show-readme-container)",1595
br,"[punker76/gong-wpf-dragdrop](https://www.github.com/punker76/gong-wpf-dragdrop#readme)","[Preview](https://dev.nugettest.org/packages/loic.punker76.gong-wpf-dragdrop?preview=1#show-readme-container)",1557
br,"[codecadwallader/codemaid](https://www.github.com/codecadwallader/codemaid#readme)","[Preview](https://dev.nugettest.org/packages/loic.codecadwallader.codemaid?preview=1#show-readme-container)",1425
br,"[ivaylokenov/MyTested.AspNetCore.Mvc](https://www.github.com/ivaylokenov/MyTested.AspNetCore.Mvc#readme)","[Preview](https://dev.nugettest.org/packages/loic.ivaylokenov.MyTested.AspNetCore.Mvc?preview=1#show-readme-container)",1411
br,"[danielpalme/ReportGenerator](https://www.github.com/danielpalme/ReportGenerator#readme)","[Preview](https://dev.nugettest.org/packages/loic.danielpalme.ReportGenerator?preview=1#show-readme-container)",1410
br,"[tjackenpacken/taskbar-groups](https://www.github.com/tjackenpacken/taskbar-groups#readme)","[Preview](https://dev.nugettest.org/packages/loic.tjackenpacken.taskbar-groups?preview=1#show-readme-container)",1369
br,"[monitor1394/unity-ugui-XCharts](https://www.github.com/monitor1394/unity-ugui-XCharts#readme)","[Preview](https://dev.nugettest.org/packages/loic.monitor1394.unity-ugui-XCharts?preview=1#show-readme-container)",1368
br,"[QianMo/X-PostProcessing-Library](https://www.github.com/QianMo/X-PostProcessing-Library#readme)","[Preview](https://dev.nugettest.org/packages/loic.QianMo.X-PostProcessing-Library?preview=1#show-readme-container)",1339
br,"[zkSNACKs/WalletWasabi](https://www.github.com/zkSNACKs/WalletWasabi#readme)","[Preview](https://dev.nugettest.org/packages/loic.zkSNACKs.WalletWasabi?preview=1#show-readme-container)",1289
br,"[gigya/microdot](https://www.github.com/gigya/microdot#readme)","[Preview](https://dev.nugettest.org/packages/loic.gigya.microdot?preview=1#show-readme-container)",1286
br,"[MahApps/MahApps.Metro.IconPacks](https://www.github.com/MahApps/MahApps.Metro.IconPacks#readme)","[Preview](https://dev.nugettest.org/packages/loic.MahApps.MahApps.Metro.IconPacks?preview=1#show-readme-container)",1244
br,"[qmlnet/qmlnet](https://www.github.com/qmlnet/qmlnet#readme)","[Preview](https://dev.nugettest.org/packages/loic.qmlnet.qmlnet?preview=1#show-readme-container)",1213
br,"[iamoldli/NetModular](https://www.github.com/iamoldli/NetModular#readme)","[Preview](https://dev.nugettest.org/packages/loic.iamoldli.NetModular?preview=1#show-readme-container)",1208
br,"[ThePBone/GalaxyBudsClient](https://www.github.com/ThePBone/GalaxyBudsClient#readme)","[Preview](https://dev.nugettest.org/packages/loic.ThePBone.GalaxyBudsClient?preview=1#show-readme-container)",1137
br,"[TeamSirenix/odin-serializer](https://www.github.com/TeamSirenix/odin-serializer#readme)","[Preview](https://dev.nugettest.org/packages/loic.TeamSirenix.odin-serializer?preview=1#show-readme-container)",1116
br,"[VeriorPies/ParrelSync](https://www.github.com/VeriorPies/ParrelSync#readme)","[Preview](https://dev.nugettest.org/packages/loic.VeriorPies.ParrelSync?preview=1#show-readme-container)",1045
br,"[Revolutionary-Games/Thrive](https://www.github.com/Revolutionary-Games/Thrive#readme)","[Preview](https://dev.nugettest.org/packages/loic.Revolutionary-Games.Thrive?preview=1#show-readme-container)",1044
br,"[sourcechord/FluentWPF](https://www.github.com/sourcechord/FluentWPF#readme)","[Preview](https://dev.nugettest.org/packages/loic.sourcechord.FluentWPF?preview=1#show-readme-container)",1022
h1,"[NickeManarin/ScreenToGif](https://www.github.com/NickeManarin/ScreenToGif#readme)","[Preview](https://dev.nugettest.org/packages/loic.NickeManarin.ScreenToGif?preview=1#show-readme-container)",14981
h1,"[dotnet/roslyn](https://www.github.com/dotnet/roslyn#readme)","[Preview](https://dev.nugettest.org/packages/loic.dotnet.roslyn?preview=1#show-readme-container)",14697
h1,"[jellyfin/jellyfin](https://www.github.com/jellyfin/jellyfin#readme)","[Preview](https://dev.nugettest.org/packages/loic.jellyfin.jellyfin?preview=1#show-readme-container)",11319
h1,"[Ryujinx/Ryujinx](https://www.github.com/Ryujinx/Ryujinx#readme)","[Preview](https://dev.nugettest.org/packages/loic.Ryujinx.Ryujinx?preview=1#show-readme-container)",9324
h1,"[felixse/FluentTerminal](https://www.github.com/felixse/FluentTerminal#readme)","[Preview](https://dev.nugettest.org/packages/loic.felixse.FluentTerminal?preview=1#show-readme-container)",7977
h1,"[MahApps/MahApps.Metro](https://www.github.com/MahApps/MahApps.Metro#readme)","[Preview](https://dev.nugettest.org/packages/loic.MahApps.MahApps.Metro?preview=1#show-readme-container)",7810
h1,"[unoplatform/uno](https://www.github.com/unoplatform/uno#readme)","[Preview](https://dev.nugettest.org/packages/loic.unoplatform.uno?preview=1#show-readme-container)",5045
h1,"[SixLabors/ImageSharp](https://www.github.com/SixLabors/ImageSharp#readme)","[Preview](https://dev.nugettest.org/packages/loic.SixLabors.ImageSharp?preview=1#show-readme-container)",4891
h1,"[JasonStein/Notepads](https://www.github.com/JasonStein/Notepads#readme)","[Preview](https://dev.nugettest.org/packages/loic.JasonStein.Notepads?preview=1#show-readme-container)",4845
h1,"[ant-design-blazor/ant-design-blazor](https://www.github.com/ant-design-blazor/ant-design-blazor#readme)","[Preview](https://dev.nugettest.org/packages/loic.ant-design-blazor.ant-design-blazor?preview=1#show-readme-container)",3509
h1,"[SteamTools-Team/SteamTools](https://www.github.com/SteamTools-Team/SteamTools#readme)","[Preview](https://dev.nugettest.org/packages/loic.SteamTools-Team.SteamTools?preview=1#show-readme-container)",3196
h1,"[dotnetcore/FreeSql](https://www.github.com/dotnetcore/FreeSql#readme)","[Preview](https://dev.nugettest.org/packages/loic.dotnetcore.FreeSql?preview=1#show-readme-container)",2887
h1,"[chromelyapps/Chromely](https://www.github.com/chromelyapps/Chromely#readme)","[Preview](https://dev.nugettest.org/packages/loic.chromelyapps.Chromely?preview=1#show-readme-container)",2636
h1,"[JimBobSquarePants/ImageProcessor](https://www.github.com/JimBobSquarePants/ImageProcessor#readme)","[Preview](https://dev.nugettest.org/packages/loic.JimBobSquarePants.ImageProcessor?preview=1#show-readme-container)",2431
h1,"[smartstore/SmartStoreNET](https://www.github.com/smartstore/SmartStoreNET#readme)","[Preview](https://dev.nugettest.org/packages/loic.smartstore.SmartStoreNET?preview=1#show-readme-container)",2260
h1,"[bridgedotnet/Bridge](https://www.github.com/bridgedotnet/Bridge#readme)","[Preview](https://dev.nugettest.org/packages/loic.bridgedotnet.Bridge?preview=1#show-readme-container)",2248
h1,"[peachpiecompiler/peachpie](https://www.github.com/peachpiecompiler/peachpie#readme)","[Preview](https://dev.nugettest.org/packages/loic.peachpiecompiler.peachpie?preview=1#show-readme-container)",1863
h1,"[hanmin0822/MisakaTranslator](https://www.github.com/hanmin0822/MisakaTranslator#readme)","[Preview](https://dev.nugettest.org/packages/loic.hanmin0822.MisakaTranslator?preview=1#show-readme-container)",1793
h1,"[Jessecar96/SteamDesktopAuthenticator](https://www.github.com/Jessecar96/SteamDesktopAuthenticator#readme)","[Preview](https://dev.nugettest.org/packages/loic.Jessecar96.SteamDesktopAuthenticator?preview=1#show-readme-container)",1687
h1,"[builtbybel/privatezilla](https://www.github.com/builtbybel/privatezilla#readme)","[Preview](https://dev.nugettest.org/packages/loic.builtbybel.privatezilla?preview=1#show-readme-container)",1656
h1,"[punker76/gong-wpf-dragdrop](https://www.github.com/punker76/gong-wpf-dragdrop#readme)","[Preview](https://dev.nugettest.org/packages/loic.punker76.gong-wpf-dragdrop?preview=1#show-readme-container)",1557
h1,"[lgsvl/simulator](https://www.github.com/lgsvl/simulator#readme)","[Preview](https://dev.nugettest.org/packages/loic.lgsvl.simulator?preview=1#show-readme-container)",1437
h1,"[ArcadeRenegade/SidebarDiagnostics](https://www.github.com/ArcadeRenegade/SidebarDiagnostics#readme)","[Preview](https://dev.nugettest.org/packages/loic.ArcadeRenegade.SidebarDiagnostics?preview=1#show-readme-container)",1424
h1,"[BornToBeRoot/NETworkManager](https://www.github.com/BornToBeRoot/NETworkManager#readme)","[Preview](https://dev.nugettest.org/packages/loic.BornToBeRoot.NETworkManager?preview=1#show-readme-container)",1421
h1,"[ivaylokenov/MyTested.AspNetCore.Mvc](https://www.github.com/ivaylokenov/MyTested.AspNetCore.Mvc#readme)","[Preview](https://dev.nugettest.org/packages/loic.ivaylokenov.MyTested.AspNetCore.Mvc?preview=1#show-readme-container)",1411
h1,"[danielpalme/ReportGenerator](https://www.github.com/danielpalme/ReportGenerator#readme)","[Preview](https://dev.nugettest.org/packages/loic.danielpalme.ReportGenerator?preview=1#show-readme-container)",1410
h1,"[tjackenpacken/taskbar-groups](https://www.github.com/tjackenpacken/taskbar-groups#readme)","[Preview](https://dev.nugettest.org/packages/loic.tjackenpacken.taskbar-groups?preview=1#show-readme-container)",1369
h1,"[MahApps/MahApps.Metro.IconPacks](https://www.github.com/MahApps/MahApps.Metro.IconPacks#readme)","[Preview](https://dev.nugettest.org/packages/loic.MahApps.MahApps.Metro.IconPacks?preview=1#show-readme-container)",1244
h1,"[NeutroniumCore/Neutronium](https://www.github.com/NeutroniumCore/Neutronium#readme)","[Preview](https://dev.nugettest.org/packages/loic.NeutroniumCore.Neutronium?preview=1#show-readme-container)",1222
h1,"[iamoldli/NetModular](https://www.github.com/iamoldli/NetModular#readme)","[Preview](https://dev.nugettest.org/packages/loic.iamoldli.NetModular?preview=1#show-readme-container)",1208
h1,"[1y0n/AV_Evasion_Tool](https://www.github.com/1y0n/AV_Evasion_Tool#readme)","[Preview](https://dev.nugettest.org/packages/loic.1y0n.AV_Evasion_Tool?preview=1#show-readme-container)",1207
h1,"[Pixeval/Pixeval](https://www.github.com/Pixeval/Pixeval#readme)","[Preview](https://dev.nugettest.org/packages/loic.Pixeval.Pixeval?preview=1#show-readme-container)",1168
h1,"[ThePBone/GalaxyBudsClient](https://www.github.com/ThePBone/GalaxyBudsClient#readme)","[Preview](https://dev.nugettest.org/packages/loic.ThePBone.GalaxyBudsClient?preview=1#show-readme-container)",1137
h1,"[Invoke-IR/PowerForensics](https://www.github.com/Invoke-IR/PowerForensics#readme)","[Preview](https://dev.nugettest.org/packages/loic.Invoke-IR.PowerForensics?preview=1#show-readme-container)",1100
h1,"[essensoft/paylink](https://www.github.com/essensoft/paylink#readme)","[Preview](https://dev.nugettest.org/packages/loic.essensoft.paylink?preview=1#show-readme-container)",1068
h1,"[natemcmaster/LettuceEncrypt](https://www.github.com/natemcmaster/LettuceEncrypt#readme)","[Preview](https://dev.nugettest.org/packages/loic.natemcmaster.LettuceEncrypt?preview=1#show-readme-container)",1024
h1,"[sourcechord/FluentWPF](https://www.github.com/sourcechord/FluentWPF#readme)","[Preview](https://dev.nugettest.org/packages/loic.sourcechord.FluentWPF?preview=1#show-readme-container)",1022
table,"[NickeManarin/ScreenToGif](https://www.github.com/NickeManarin/ScreenToGif#readme)","[Preview](https://dev.nugettest.org/packages/loic.NickeManarin.ScreenToGif?preview=1#show-readme-container)",14981
table,"[reactiveui/ReactiveUI](https://www.github.com/reactiveui/ReactiveUI#readme)","[Preview](https://dev.nugettest.org/packages/loic.reactiveui.ReactiveUI?preview=1#show-readme-container)",6407
table,"[gitextensions/gitextensions](https://www.github.com/gitextensions/gitextensions#readme)","[Preview](https://dev.nugettest.org/packages/loic.gitextensions.gitextensions?preview=1#show-readme-container)",5749
table,"[unoplatform/uno](https://www.github.com/unoplatform/uno#readme)","[Preview](https://dev.nugettest.org/packages/loic.unoplatform.uno?preview=1#show-readme-container)",5045
table,"[dotnet/reactive](https://www.github.com/dotnet/reactive#readme)","[Preview](https://dev.nugettest.org/packages/loic.dotnet.reactive?preview=1#show-readme-container)",5033
table,"[ivanpaulovich/clean-architecture-manga](https://www.github.com/ivanpaulovich/clean-architecture-manga#readme)","[Preview](https://dev.nugettest.org/packages/loic.ivanpaulovich.clean-architecture-manga?preview=1#show-readme-container)",2927
table,"[xceedsoftware/wpftoolkit](https://www.github.com/xceedsoftware/wpftoolkit#readme)","[Preview](https://dev.nugettest.org/packages/loic.xceedsoftware.wpftoolkit?preview=1#show-readme-container)",2838
table,"[btcpayserver/btcpayserver](https://www.github.com/btcpayserver/btcpayserver#readme)","[Preview](https://dev.nugettest.org/packages/loic.btcpayserver.btcpayserver?preview=1#show-readme-container)",2813
table,"[Tyrrrz/DiscordChatExporter](https://www.github.com/Tyrrrz/DiscordChatExporter#readme)","[Preview](https://dev.nugettest.org/packages/loic.Tyrrrz.DiscordChatExporter?preview=1#show-readme-container)",2649
table,"[vis2k/Mirror](https://www.github.com/vis2k/Mirror#readme)","[Preview](https://dev.nugettest.org/packages/loic.vis2k.Mirror?preview=1#show-readme-container)",2553
table,"[bridgedotnet/Bridge](https://www.github.com/bridgedotnet/Bridge#readme)","[Preview](https://dev.nugettest.org/packages/loic.bridgedotnet.Bridge?preview=1#show-readme-container)",2248
table,"[wave-harmonic/crest](https://www.github.com/wave-harmonic/crest#readme)","[Preview](https://dev.nugettest.org/packages/loic.wave-harmonic.crest?preview=1#show-readme-container)",2227
table,"[ServiceStack/ServiceStack.Redis](https://www.github.com/ServiceStack/ServiceStack.Redis#readme)","[Preview](https://dev.nugettest.org/packages/loic.ServiceStack.ServiceStack.Redis?preview=1#show-readme-container)",2185
table,"[Megabit/Blazorise](https://www.github.com/Megabit/Blazorise#readme)","[Preview](https://dev.nugettest.org/packages/loic.Megabit.Blazorise?preview=1#show-readme-container)",1963
table,"[UnityTech/UIWidgets](https://www.github.com/UnityTech/UIWidgets#readme)","[Preview](https://dev.nugettest.org/packages/loic.UnityTech.UIWidgets?preview=1#show-readme-container)",1877
table,"[eventflow/EventFlow](https://www.github.com/eventflow/EventFlow#readme)","[Preview](https://dev.nugettest.org/packages/loic.eventflow.EventFlow?preview=1#show-readme-container)",1860
table,"[vietnam-devs/coolstore-microservices](https://www.github.com/vietnam-devs/coolstore-microservices#readme)","[Preview](https://dev.nugettest.org/packages/loic.vietnam-devs.coolstore-microservices?preview=1#show-readme-container)",1808
table,"[robinrodricks/FluentFTP](https://www.github.com/robinrodricks/FluentFTP#readme)","[Preview](https://dev.nugettest.org/packages/loic.robinrodricks.FluentFTP?preview=1#show-readme-container)",1790
table,"[dotnet/spark](https://www.github.com/dotnet/spark#readme)","[Preview](https://dev.nugettest.org/packages/loic.dotnet.spark?preview=1#show-readme-container)",1668
table,"[Pryaxis/TShock](https://www.github.com/Pryaxis/TShock#readme)","[Preview](https://dev.nugettest.org/packages/loic.Pryaxis.TShock?preview=1#show-readme-container)",1628
table,"[apache/lucenenet](https://www.github.com/apache/lucenenet#readme)","[Preview](https://dev.nugettest.org/packages/loic.apache.lucenenet?preview=1#show-readme-container)",1627
table,"[antonpup/Aurora](https://www.github.com/antonpup/Aurora#readme)","[Preview](https://dev.nugettest.org/packages/loic.antonpup.Aurora?preview=1#show-readme-container)",1598
table,"[praeclarum/Ooui](https://www.github.com/praeclarum/Ooui#readme)","[Preview](https://dev.nugettest.org/packages/loic.praeclarum.Ooui?preview=1#show-readme-container)",1513
table,"[ivaylokenov/MyTested.AspNetCore.Mvc](https://www.github.com/ivaylokenov/MyTested.AspNetCore.Mvc#readme)","[Preview](https://dev.nugettest.org/packages/loic.ivaylokenov.MyTested.AspNetCore.Mvc?preview=1#show-readme-container)",1411
table,"[xceedsoftware/DocX](https://www.github.com/xceedsoftware/DocX#readme)","[Preview](https://dev.nugettest.org/packages/loic.xceedsoftware.DocX?preview=1#show-readme-container)",1341
table,"[qmlnet/qmlnet](https://www.github.com/qmlnet/qmlnet#readme)","[Preview](https://dev.nugettest.org/packages/loic.qmlnet.qmlnet?preview=1#show-readme-container)",1213
table,"[ServiceStack/ServiceStack.Text](https://www.github.com/ServiceStack/ServiceStack.Text#readme)","[Preview](https://dev.nugettest.org/packages/loic.ServiceStack.ServiceStack.Text?preview=1#show-readme-container)",1187
table,"[davideicardi/DynamicExpresso](https://www.github.com/davideicardi/DynamicExpresso#readme)","[Preview](https://dev.nugettest.org/packages/loic.davideicardi.DynamicExpresso?preview=1#show-readme-container)",1072
tr,"[NickeManarin/ScreenToGif](https://www.github.com/NickeManarin/ScreenToGif#readme)","[Preview](https://dev.nugettest.org/packages/loic.NickeManarin.ScreenToGif?preview=1#show-readme-container)",14981
tr,"[reactiveui/ReactiveUI](https://www.github.com/reactiveui/ReactiveUI#readme)","[Preview](https://dev.nugettest.org/packages/loic.reactiveui.ReactiveUI?preview=1#show-readme-container)",6407
tr,"[gitextensions/gitextensions](https://www.github.com/gitextensions/gitextensions#readme)","[Preview](https://dev.nugettest.org/packages/loic.gitextensions.gitextensions?preview=1#show-readme-container)",5749
tr,"[unoplatform/uno](https://www.github.com/unoplatform/uno#readme)","[Preview](https://dev.nugettest.org/packages/loic.unoplatform.uno?preview=1#show-readme-container)",5045
tr,"[dotnet/reactive](https://www.github.com/dotnet/reactive#readme)","[Preview](https://dev.nugettest.org/packages/loic.dotnet.reactive?preview=1#show-readme-container)",5033
tr,"[ivanpaulovich/clean-architecture-manga](https://www.github.com/ivanpaulovich/clean-architecture-manga#readme)","[Preview](https://dev.nugettest.org/packages/loic.ivanpaulovich.clean-architecture-manga?preview=1#show-readme-container)",2927
tr,"[xceedsoftware/wpftoolkit](https://www.github.com/xceedsoftware/wpftoolkit#readme)","[Preview](https://dev.nugettest.org/packages/loic.xceedsoftware.wpftoolkit?preview=1#show-readme-container)",2838
tr,"[btcpayserver/btcpayserver](https://www.github.com/btcpayserver/btcpayserver#readme)","[Preview](https://dev.nugettest.org/packages/loic.btcpayserver.btcpayserver?preview=1#show-readme-container)",2813
tr,"[Tyrrrz/DiscordChatExporter](https://www.github.com/Tyrrrz/DiscordChatExporter#readme)","[Preview](https://dev.nugettest.org/packages/loic.Tyrrrz.DiscordChatExporter?preview=1#show-readme-container)",2649
tr,"[vis2k/Mirror](https://www.github.com/vis2k/Mirror#readme)","[Preview](https://dev.nugettest.org/packages/loic.vis2k.Mirror?preview=1#show-readme-container)",2553
tr,"[bridgedotnet/Bridge](https://www.github.com/bridgedotnet/Bridge#readme)","[Preview](https://dev.nugettest.org/packages/loic.bridgedotnet.Bridge?preview=1#show-readme-container)",2248
tr,"[wave-harmonic/crest](https://www.github.com/wave-harmonic/crest#readme)","[Preview](https://dev.nugettest.org/packages/loic.wave-harmonic.crest?preview=1#show-readme-container)",2227
tr,"[ServiceStack/ServiceStack.Redis](https://www.github.com/ServiceStack/ServiceStack.Redis#readme)","[Preview](https://dev.nugettest.org/packages/loic.ServiceStack.ServiceStack.Redis?preview=1#show-readme-container)",2185
tr,"[Megabit/Blazorise](https://www.github.com/Megabit/Blazorise#readme)","[Preview](https://dev.nugettest.org/packages/loic.Megabit.Blazorise?preview=1#show-readme-container)",1963
tr,"[UnityTech/UIWidgets](https://www.github.com/UnityTech/UIWidgets#readme)","[Preview](https://dev.nugettest.org/packages/loic.UnityTech.UIWidgets?preview=1#show-readme-container)",1877
tr,"[eventflow/EventFlow](https://www.github.com/eventflow/EventFlow#readme)","[Preview](https://dev.nugettest.org/packages/loic.eventflow.EventFlow?preview=1#show-readme-container)",1860
tr,"[vietnam-devs/coolstore-microservices](https://www.github.com/vietnam-devs/coolstore-microservices#readme)","[Preview](https://dev.nugettest.org/packages/loic.vietnam-devs.coolstore-microservices?preview=1#show-readme-container)",1808
tr,"[robinrodricks/FluentFTP](https://www.github.com/robinrodricks/FluentFTP#readme)","[Preview](https://dev.nugettest.org/packages/loic.robinrodricks.FluentFTP?preview=1#show-readme-container)",1790
tr,"[dotnet/spark](https://www.github.com/dotnet/spark#readme)","[Preview](https://dev.nugettest.org/packages/loic.dotnet.spark?preview=1#show-readme-container)",1668
tr,"[Pryaxis/TShock](https://www.github.com/Pryaxis/TShock#readme)","[Preview](https://dev.nugettest.org/packages/loic.Pryaxis.TShock?preview=1#show-readme-container)",1628
tr,"[apache/lucenenet](https://www.github.com/apache/lucenenet#readme)","[Preview](https://dev.nugettest.org/packages/loic.apache.lucenenet?preview=1#show-readme-container)",1627
tr,"[antonpup/Aurora](https://www.github.com/antonpup/Aurora#readme)","[Preview](https://dev.nugettest.org/packages/loic.antonpup.Aurora?preview=1#show-readme-container)",1598
tr,"[praeclarum/Ooui](https://www.github.com/praeclarum/Ooui#readme)","[Preview](https://dev.nugettest.org/packages/loic.praeclarum.Ooui?preview=1#show-readme-container)",1513
tr,"[ivaylokenov/MyTested.AspNetCore.Mvc](https://www.github.com/ivaylokenov/MyTested.AspNetCore.Mvc#readme)","[Preview](https://dev.nugettest.org/packages/loic.ivaylokenov.MyTested.AspNetCore.Mvc?preview=1#show-readme-container)",1411
tr,"[xceedsoftware/DocX](https://www.github.com/xceedsoftware/DocX#readme)","[Preview](https://dev.nugettest.org/packages/loic.xceedsoftware.DocX?preview=1#show-readme-container)",1341
tr,"[qmlnet/qmlnet](https://www.github.com/qmlnet/qmlnet#readme)","[Preview](https://dev.nugettest.org/packages/loic.qmlnet.qmlnet?preview=1#show-readme-container)",1213
tr,"[ServiceStack/ServiceStack.Text](https://www.github.com/ServiceStack/ServiceStack.Text#readme)","[Preview](https://dev.nugettest.org/packages/loic.ServiceStack.ServiceStack.Text?preview=1#show-readme-container)",1187
tr,"[davideicardi/DynamicExpresso](https://www.github.com/davideicardi/DynamicExpresso#readme)","[Preview](https://dev.nugettest.org/packages/loic.davideicardi.DynamicExpresso?preview=1#show-readme-container)",1072
td,"[NickeManarin/ScreenToGif](https://www.github.com/NickeManarin/ScreenToGif#readme)","[Preview](https://dev.nugettest.org/packages/loic.NickeManarin.ScreenToGif?preview=1#show-readme-container)",14981
td,"[reactiveui/ReactiveUI](https://www.github.com/reactiveui/ReactiveUI#readme)","[Preview](https://dev.nugettest.org/packages/loic.reactiveui.ReactiveUI?preview=1#show-readme-container)",6407
td,"[gitextensions/gitextensions](https://www.github.com/gitextensions/gitextensions#readme)","[Preview](https://dev.nugettest.org/packages/loic.gitextensions.gitextensions?preview=1#show-readme-container)",5749
td,"[unoplatform/uno](https://www.github.com/unoplatform/uno#readme)","[Preview](https://dev.nugettest.org/packages/loic.unoplatform.uno?preview=1#show-readme-container)",5045
td,"[dotnet/reactive](https://www.github.com/dotnet/reactive#readme)","[Preview](https://dev.nugettest.org/packages/loic.dotnet.reactive?preview=1#show-readme-container)",5033
td,"[ivanpaulovich/clean-architecture-manga](https://www.github.com/ivanpaulovich/clean-architecture-manga#readme)","[Preview](https://dev.nugettest.org/packages/loic.ivanpaulovich.clean-architecture-manga?preview=1#show-readme-container)",2927
td,"[xceedsoftware/wpftoolkit](https://www.github.com/xceedsoftware/wpftoolkit#readme)","[Preview](https://dev.nugettest.org/packages/loic.xceedsoftware.wpftoolkit?preview=1#show-readme-container)",2838
td,"[btcpayserver/btcpayserver](https://www.github.com/btcpayserver/btcpayserver#readme)","[Preview](https://dev.nugettest.org/packages/loic.btcpayserver.btcpayserver?preview=1#show-readme-container)",2813
td,"[Tyrrrz/DiscordChatExporter](https://www.github.com/Tyrrrz/DiscordChatExporter#readme)","[Preview](https://dev.nugettest.org/packages/loic.Tyrrrz.DiscordChatExporter?preview=1#show-readme-container)",2649
td,"[vis2k/Mirror](https://www.github.com/vis2k/Mirror#readme)","[Preview](https://dev.nugettest.org/packages/loic.vis2k.Mirror?preview=1#show-readme-container)",2553
td,"[bridgedotnet/Bridge](https://www.github.com/bridgedotnet/Bridge#readme)","[Preview](https://dev.nugettest.org/packages/loic.bridgedotnet.Bridge?preview=1#show-readme-container)",2248
td,"[wave-harmonic/crest](https://www.github.com/wave-harmonic/crest#readme)","[Preview](https://dev.nugettest.org/packages/loic.wave-harmonic.crest?preview=1#show-readme-container)",2227
